Step,LinksID,Agent1,Agent2,Agent3
0,0,External party: 0,External party: 1,0.0
0,1,External party: 0,External party: 2,0.7643934529195721
0,2,External party: 0,External party: 3,0.0
0,3,External party: 0,External party: 4,0.0
0,4,External party: 0,External party: 5,0.0
0,5,External party: 0,Policy maker: 6,0.7974344814158985
0,6,External party: 0,Policy maker: 7,0.7962900037377425
0,7,External party: 0,Policy maker: 8,0.7887233511355132
0,8,External party: 0,Policy maker: 9,0.43276706790505337
0,9,External party: 0,Policy maker: 10,0.0166054325034132
0,10,External party: 0,Policy maker: 11,0.0
0,11,External party: 0,Policy entrepreneur: 12,0.22876222127045265
0,12,External party: 0,Policy entrepreneur: 13,0.9014274576114836
0,13,External party: 0,Policy entrepreneur: 14,-1.0
0,14,External party: 0,Policy entrepreneur: 15,-1.0
0,15,External party: 0,Policy entrepreneur: 16,0.9391491627785106
0,16,External party: 0,Policy entrepreneur: 17,0.0
0,17,External party: 0,Policy entrepreneur: 18,0.0
0,18,External party: 0,Policy entrepreneur: 19,0.0
0,19,External party: 0,Policy entrepreneur: 20,-1.0
0,20,External party: 0,Policy entrepreneur: 21,0.0
0,21,External party: 0,Policy entrepreneur: 22,0.0
0,22,External party: 0,Policy entrepreneur: 23,0.0
0,23,External party: 0,Policy entrepreneur: 24,0.001987933990899475
0,24,External party: 0,Policy entrepreneur: 25,0.0
0,25,External party: 0,Policy entrepreneur: 26,0.0
0,26,External party: 0,Policy entrepreneur: 27,0.0
0,27,External party: 0,Policy entrepreneur: 28,0.0
0,28,External party: 0,Policy entrepreneur: 29,-1.0
0,29,External party: 1,External party: 2,0.5564543226524334
0,30,External party: 1,External party: 3,0.1859062658947177
0,31,External party: 1,External party: 4,0.8599465287952899
0,32,External party: 1,External party: 5,0.0
0,33,External party: 1,Policy maker: 6,0.0
0,34,External party: 1,Policy maker: 7,0.7111917696952796
0,35,External party: 1,Policy maker: 8,0.4221069999614152
0,36,External party: 1,Policy maker: 9,0.670305566414071
0,37,External party: 1,Policy maker: 10,0.0
0,38,External party: 1,Policy maker: 11,0.8824790008318577
0,39,External party: 1,Policy entrepreneur: 12,0.5052838205796004
0,40,External party: 1,Policy entrepreneur: 13,0.05000530756868091
0,41,External party: 1,Policy entrepreneur: 14,0.0
0,42,External party: 1,Policy entrepreneur: 15,0.4143139993007743
0,43,External party: 1,Policy entrepreneur: 16,0.0
0,44,External party: 1,Policy entrepreneur: 17,0.7030407620656315
0,45,External party: 1,Policy entrepreneur: 18,0.3747030205016403
0,46,External party: 1,Policy entrepreneur: 19,0.0
0,47,External party: 1,Policy entrepreneur: 20,0.7784426150001458
0,48,External party: 1,Policy entrepreneur: 21,0.39325509496422606
0,49,External party: 1,Policy entrepreneur: 22,0.0
0,50,External party: 1,Policy entrepreneur: 23,-1.0
0,51,External party: 1,Policy entrepreneur: 24,-1.0
0,52,External party: 1,Policy entrepreneur: 25,0.9831877173096739
0,53,External party: 1,Policy entrepreneur: 26,0.393599686377914
0,54,External party: 1,Policy entrepreneur: 27,0.0
0,55,External party: 1,Policy entrepreneur: 28,0.9820766375385342
0,56,External party: 1,Policy entrepreneur: 29,0.5396174484497788
0,57,External party: 2,External party: 3,0.24437090754575122
0,58,External party: 2,External party: 4,0.9524673882682695
0,59,External party: 2,External party: 5,0.45913173191066836
0,60,External party: 2,Policy maker: 6,0.0
0,61,External party: 2,Policy maker: 7,0.9571162814602269
0,62,External party: 2,Policy maker: 8,0.9571162814602269
0,63,External party: 2,Policy maker: 9,0.8204859119254819
0,64,External party: 2,Policy maker: 10,0.7405034118331963
0,65,External party: 2,Policy maker: 11,0.518678283523002
0,66,External party: 2,Policy entrepreneur: 12,0.4260906796881502
0,67,External party: 2,Policy entrepreneur: 13,-1.0
0,68,External party: 2,Policy entrepreneur: 14,0.5699993338763802
0,69,External party: 2,Policy entrepreneur: 15,0.0
0,70,External party: 2,Policy entrepreneur: 16,0.48492511222773416
0,71,External party: 2,Policy entrepreneur: 17,0.0
0,72,External party: 2,Policy entrepreneur: 18,0.0
0,73,External party: 2,Policy entrepreneur: 19,0.6234894527975051
0,74,External party: 2,Policy entrepreneur: 20,0.4581468000997244
0,75,External party: 2,Policy entrepreneur: 21,-1.0
0,76,External party: 2,Policy entrepreneur: 22,0.0
0,77,External party: 2,Policy entrepreneur: 23,0.0
0,78,External party: 2,Policy entrepreneur: 24,0.8610088608533248
0,79,External party: 2,Policy entrepreneur: 25,0.7970975626354962
0,80,External party: 2,Policy entrepreneur: 26,0.25529404008730594
0,81,External party: 2,Policy entrepreneur: 27,0.6731135254387071
0,82,External party: 2,Policy entrepreneur: 28,-1.0
0,83,External party: 2,Policy entrepreneur: 29,-1.0
0,84,External party: 3,External party: 4,-1.0
0,85,External party: 3,External party: 5,0.2495592256534228
0,86,External party: 3,Policy maker: 6,0.0
0,87,External party: 3,Policy maker: 7,0.3444228640964949
0,88,External party: 3,Policy maker: 8,0.3444228640964949
0,89,External party: 3,Policy maker: 9,0.0
0,90,External party: 3,Policy maker: 10,0.16814494622242826
0,91,External party: 3,Policy maker: 11,0.0
0,92,External party: 3,Policy entrepreneur: 12,0.4547016300456639
0,93,External party: 3,Policy entrepreneur: 13,0.0
0,94,External party: 3,Policy entrepreneur: 14,0.0
0,95,External party: 3,Policy entrepreneur: 15,-1.0
0,96,External party: 3,Policy entrepreneur: 16,0.0
0,97,External party: 3,Policy entrepreneur: 17,0.0
0,98,External party: 3,Policy entrepreneur: 18,0.0
0,99,External party: 3,Policy entrepreneur: 19,0.0
0,100,External party: 3,Policy entrepreneur: 20,0.5101159809286764
0,101,External party: 3,Policy entrepreneur: 21,0.0
0,102,External party: 3,Policy entrepreneur: 22,0.8170396683778869
0,103,External party: 3,Policy entrepreneur: 23,-1.0
0,104,External party: 3,Policy entrepreneur: 24,-1.0
0,105,External party: 3,Policy entrepreneur: 25,0.0
0,106,External party: 3,Policy entrepreneur: 26,0.16022759262970465
0,107,External party: 3,Policy entrepreneur: 27,0.6781757952769475
0,108,External party: 3,Policy entrepreneur: 28,0.22059974802267657
0,109,External party: 3,Policy entrepreneur: 29,0.8107298830390891
0,110,External party: 4,External party: 5,0.22319578024667075
0,111,External party: 4,Policy maker: 6,0.3948980098582996
0,112,External party: 4,Policy maker: 7,0.32124580934512525
0,113,External party: 4,Policy maker: 8,0.0707862511635621
0,114,External party: 4,Policy maker: 9,0.0
0,115,External party: 4,Policy maker: 10,0.8755342442351592
0,116,External party: 4,Policy maker: 11,0.0
0,117,External party: 4,Policy entrepreneur: 12,0.31036362735313405
0,118,External party: 4,Policy entrepreneur: 13,0.7438421186671211
0,119,External party: 4,Policy entrepreneur: 14,0.0
0,120,External party: 4,Policy entrepreneur: 15,0.0
0,121,External party: 4,Policy entrepreneur: 16,-1.0
0,122,External party: 4,Policy entrepreneur: 17,0.044155886835406846
0,123,External party: 4,Policy entrepreneur: 18,0.962201125180818
0,124,External party: 4,Policy entrepreneur: 19,0.17151709517771863
0,125,External party: 4,Policy entrepreneur: 20,0.9737752361596916
0,126,External party: 4,Policy entrepreneur: 21,0.5088737460778905
0,127,External party: 4,Policy entrepreneur: 22,0.0
0,128,External party: 4,Policy entrepreneur: 23,0.0
0,129,External party: 4,Policy entrepreneur: 24,0.0
0,130,External party: 4,Policy entrepreneur: 25,0.4329501211003163
0,131,External party: 4,Policy entrepreneur: 26,0.0
0,132,External party: 4,Policy entrepreneur: 27,0.0
0,133,External party: 4,Policy entrepreneur: 28,0.29607267308315155
0,134,External party: 4,Policy entrepreneur: 29,0.0
0,135,External party: 5,Policy maker: 6,0.0
0,136,External party: 5,Policy maker: 7,0.8996782696347811
0,137,External party: 5,Policy maker: 8,0.8996782696347811
0,138,External party: 5,Policy maker: 9,0.0
0,139,External party: 5,Policy maker: 10,0.0
0,140,External party: 5,Policy maker: 11,0.7827003757293756
0,141,External party: 5,Policy entrepreneur: 12,0.0
0,142,External party: 5,Policy entrepreneur: 13,0.0
0,143,External party: 5,Policy entrepreneur: 14,0.8377010701539643
0,144,External party: 5,Policy entrepreneur: 15,0.3438498147908198
0,145,External party: 5,Policy entrepreneur: 16,0.6871101821536574
0,146,External party: 5,Policy entrepreneur: 17,0.0
0,147,External party: 5,Policy entrepreneur: 18,0.23464043487103847
0,148,External party: 5,Policy entrepreneur: 19,0.10006051486302842
0,149,External party: 5,Policy entrepreneur: 20,0.0
0,150,External party: 5,Policy entrepreneur: 21,0.21296819499142416
0,151,External party: 5,Policy entrepreneur: 22,0.6002088301322496
0,152,External party: 5,Policy entrepreneur: 23,0.3681079994056491
0,153,External party: 5,Policy entrepreneur: 24,0.0
0,154,External party: 5,Policy entrepreneur: 25,0.0
0,155,External party: 5,Policy entrepreneur: 26,0.6039825288917112
0,156,External party: 5,Policy entrepreneur: 27,0.8872651047169627
0,157,External party: 5,Policy entrepreneur: 28,0.0
0,158,External party: 5,Policy entrepreneur: 29,0.1073572891654262
0,159,Policy maker: 6,Policy maker: 7,0.1042749980146136
0,160,Policy maker: 6,Policy maker: 8,0.1042749980146136
0,161,Policy maker: 6,Policy maker: 9,0.8049121837738593
0,162,Policy maker: 6,Policy maker: 10,0.3408974641165834
0,163,Policy maker: 6,Policy maker: 11,0.7824369013935907
0,164,Policy maker: 6,Policy entrepreneur: 12,0.0
0,165,Policy maker: 6,Policy entrepreneur: 13,0.2237140727487692
0,166,Policy maker: 6,Policy entrepreneur: 14,0.2237140727487692
0,167,Policy maker: 6,Policy entrepreneur: 15,0.0
0,168,Policy maker: 6,Policy entrepreneur: 16,0.5644468332401974
0,169,Policy maker: 6,Policy entrepreneur: 17,0.4577692590412453
0,170,Policy maker: 6,Policy entrepreneur: 18,0.0
0,171,Policy maker: 6,Policy entrepreneur: 19,0.8277681566457297
0,172,Policy maker: 6,Policy entrepreneur: 20,0.8277681566457297
0,173,Policy maker: 6,Policy entrepreneur: 21,0.09168312261651779
0,174,Policy maker: 6,Policy entrepreneur: 22,0.0
0,175,Policy maker: 6,Policy entrepreneur: 23,0.051037012183633955
0,176,Policy maker: 6,Policy entrepreneur: 24,0.001987933990899475
0,177,Policy maker: 6,Policy entrepreneur: 25,0.4210135874302673
0,178,Policy maker: 6,Policy entrepreneur: 26,0.0
0,179,Policy maker: 6,Policy entrepreneur: 27,0.0
0,180,Policy maker: 6,Policy entrepreneur: 28,0.0
0,181,Policy maker: 6,Policy entrepreneur: 29,0.1074575827125287
0,182,Policy maker: 7,Policy maker: 8,0.3782772705442261
0,183,Policy maker: 7,Policy maker: 9,0.9092227281507113
0,184,Policy maker: 7,Policy maker: 10,0.0
0,185,Policy maker: 7,Policy maker: 11,0.0
0,186,Policy maker: 7,Policy entrepreneur: 12,0.0
0,187,Policy maker: 7,Policy entrepreneur: 13,0.0
0,188,Policy maker: 7,Policy entrepreneur: 14,0.048049409419884344
0,189,Policy maker: 7,Policy entrepreneur: 15,0.04837743523588378
0,190,Policy maker: 7,Policy entrepreneur: 16,0.2955498600489178
0,191,Policy maker: 7,Policy entrepreneur: 17,0.44984453463009777
0,192,Policy maker: 7,Policy entrepreneur: 18,0.0
0,193,Policy maker: 7,Policy entrepreneur: 19,0.0
0,194,Policy maker: 7,Policy entrepreneur: 20,0.9698132768381156
0,195,Policy maker: 7,Policy entrepreneur: 21,0.1113623101268919
0,196,Policy maker: 7,Policy entrepreneur: 22,0.0
0,197,Policy maker: 7,Policy entrepreneur: 23,0.979952885890077
0,198,Policy maker: 7,Policy entrepreneur: 24,0.6881898080477126
0,199,Policy maker: 7,Policy entrepreneur: 25,0.259085991853645
0,200,Policy maker: 7,Policy entrepreneur: 26,0.3073211178125135
0,201,Policy maker: 7,Policy entrepreneur: 27,0.0
0,202,Policy maker: 7,Policy entrepreneur: 28,0.0
0,203,Policy maker: 7,Policy entrepreneur: 29,0.0
0,204,Policy maker: 8,Policy maker: 9,0.4479022405332955
0,205,Policy maker: 8,Policy maker: 10,0.6434660802698416
0,206,Policy maker: 8,Policy maker: 11,0.39047855113892316
0,207,Policy maker: 8,Policy entrepreneur: 12,0.0
0,208,Policy maker: 8,Policy entrepreneur: 13,0.0
0,209,Policy maker: 8,Policy entrepreneur: 14,0.0
0,210,Policy maker: 8,Policy entrepreneur: 15,0.893500245521601
0,211,Policy maker: 8,Policy entrepreneur: 16,0.0
0,212,Policy maker: 8,Policy entrepreneur: 17,0.0
0,213,Policy maker: 8,Policy entrepreneur: 18,0.5789854363170839
0,214,Policy maker: 8,Policy entrepreneur: 19,0.2450980038952486
0,215,Policy maker: 8,Policy entrepreneur: 20,0.2450980038952486
0,216,Policy maker: 8,Policy entrepreneur: 21,0.0
0,217,Policy maker: 8,Policy entrepreneur: 22,0.0
0,218,Policy maker: 8,Policy entrepreneur: 23,0.07091636753953445
0,219,Policy maker: 8,Policy entrepreneur: 24,0.07091636753953445
0,220,Policy maker: 8,Policy entrepreneur: 25,0.2908215504193956
0,221,Policy maker: 8,Policy entrepreneur: 26,0.49326104275013793
0,222,Policy maker: 8,Policy entrepreneur: 27,0.15417959616284405
0,223,Policy maker: 8,Policy entrepreneur: 28,0.794983493746024
0,224,Policy maker: 8,Policy entrepreneur: 29,0.794983493746024
0,225,Policy maker: 9,Policy maker: 10,0.1732421083716036
0,226,Policy maker: 9,Policy maker: 11,0.9848958711440725
0,227,Policy maker: 9,Policy entrepreneur: 12,0.3197840027930057
0,228,Policy maker: 9,Policy entrepreneur: 13,0.0
0,229,Policy maker: 9,Policy entrepreneur: 14,0.919356939210688
0,230,Policy maker: 9,Policy entrepreneur: 15,0.0
0,231,Policy maker: 9,Policy entrepreneur: 16,0.14470294920394275
0,232,Policy maker: 9,Policy entrepreneur: 17,0.03413370418545076
0,233,Policy maker: 9,Policy entrepreneur: 18,0.0
0,234,Policy maker: 9,Policy entrepreneur: 19,0.806419878725801
