,Anticipated Flood Level,Current Safety Standard,Designed Levees,FINAL TIME,INITIAL TIME,Old Levees,SAVEPER,Safety OL,Safety SL,Standard Levees,TIME,TIME STEP,Time,additional safety from constructing,additional safety from renovating,adjustment time,aging rate,aging time,average safety of old levees,average safety of standard levees,change in safety due to renovation,change in safety of standard levees,constructing rate,construction time,decrease in safety of old levees,design safety standard,design time,designing rate,desired current total safety,desired safety of existing levees,discrepancy in levee length,discrepancy in safety owing to levee length,effect of size of flood,effect on renovation and construction,expected obsolesence,flood height,flood perception time,flooding,fractional change in anticipated flood level,fractional difference,informed opinion adjustment,length of levees,length safety,loss of perceived safety by flooding,minimum length of levees,obsolescence time,obsolesence rate,official current safety,perceived current safety,planning horizon,pulse if flood,renovating rate,renovation standard,renovation time,safety owing to levee quality,size of flood
0.0,6.859999999999999,7.0,1.0,1,0,4500.0,0.0078125,5.0,7.0,1.0,0.0,0.0078125,0.0,1.4817600000000002,5196.555,30,0.05,20.0,0.0011111111111111111,7.0,0.7855714285714286,0.35000000000000003,0.2,5,0.2,7.4088,2.5,9236.120400000002,84000.0,31507.0,7499.0,52493.0,0.0,2.7495000000000003,900.0,10,0.5,0.0,0.0035,0.05840000000000004,-0.01249008218632191,4501.0,0.3750833333333333,0.0,12000,25,180.0,0.0003808677436760085,0.3750833333333333,55,0,707.0142857142857,0.2,3.5,0.0003808677436760085,0
0.0078125,6.860187578124999,7.0000580681818185,73.155628125,1,0,4493.070591517857,0.0078125,4.995034598214286,47.6069278125,6.524720982142858,0.0078125,0.0078125,0.0078125,108.4020475679403,5189.700878237115,30,0.3262360491071429,20.0,0.0011117195905277007,7.296392894469008,0.7849584047826226,2.3803463906249998,14.631125625000001,5,0.19980138392857144,7.409002584375,2.5,9158.734148723917,84000.69681818182,31497.428470818715,7500.4046875,52503.26834736311,0.0,2.750085472602484,898.6141183035714,10,0.5,0.0,0.0035,0.05842016054866813,-0.01244385715541788,4499.5953125,0.3749662760416666,0.0,12000,25,179.72282366071428,0.0016700399037162094,0.37498575456625266,55,0,706.075894920612,0.2,3.5,0.0016700399037162094,0
0.015625,6.860375161379088,7.000116156891505,144.5939329929603,1,0,4486.152837748074,0.0078125,5.005937618541737,88.97976046417523,12.152695861021801,0.015625,0.0078125,0.015625,214.2652233004597,5182.8526313094,30,0.60763479305109,20.0,0.0011158642604460578,7.3218125000203695,0.7868386465128039,4.448988023208761,28.91878659859206,5,0.20023750474166951,7.409205174289416,2.5,9081.972338402957,84001.39388269806,31488.661244451494,7501.694466390904,52512.73263824657,0.0,2.750668778406644,897.2305675496148,10,0.5,0.0,0.0035,0.05844031845031153,-0.012396792986203034,4498.305533609096,0.3748587944674246,0.0,12000,25,179.44611350992295,0.0029847473461348836,0.37488853693222596,55,0,705.1383169116568,0.2,3.5,0.0029847473461348836,0
0.0234375,6.8605627497624075,7.0001742661269315,215.3209138664319,1,0,4479.2467690322255,0.0078125,5.03298380504138,131.10998598438346,17.88276983537491,0.0234375,0.0078125,0.0234375,319.08009043803804,5176.0102478164135,30,0.8941384917687454,20.0,0.0011236228019044358,7.331637503102425,0.7912569188564574,6.555499299219173,43.06418277328638,5,0.2013193522016552,7.4094077697434,2.5,9005.830091535227,84002.09119352319,31480.690469420253,7502.870461132399,52521.400724102925,0.0,2.7512498780778722,895.8493538064452,10,0.5,0.0,0.0035,0.05846047370516254,-0.012348901231046825,4497.129538867601,0.37476079490563347,0.0,12000,25,179.16987076128902,0.004324650055616522,0.37479168698702126,55,0,704.2015501246066,0.2,3.5,0.004324650055616522,0
0.03125,6.860750343275097,7.000232395885968,285.34252252863456,1,0,4472.352415263522,0.0078125,5.0764441411988885,173.9891644137212,23.713797916672753,0.03125,0.0078125,0.03125,422.8553828280913,5169.17371727791,30,1.1856898958336377,20.0,0.0011350724786073846,7.3370433966375534,0.7982574199041415,8.69945822068606,57.068504505726914,5,0.20305776564795558,7.409610370737105,2.5,8930.302571003473,84002.78875063162,31473.508359552347,7503.933786819805,52529.28039107927,0.0,2.751828732823078,894.4704830527044,10,0.5,0.0,0.0035,0.05848062631345324,-0.012300193462847709,4496.066213180195,0.3746721844316829,0.0,12000,25,178.89409661054088,0.005689407310722413,0.3746952111961537,55,0,703.265593121877,0.2,3.5,0.005689407310722413,0
0.0390625,6.860937941917296,7.000290546166487,354.6646636731482,1,0,4465.469805889798,0.0078125,5.136585883660873,217.6089272409502,29.644644852077207,0.0390625,0.0078125,0.0390625,525.599765492927,5162.343030128566,30,1.4822322426038603,20.0,0.0011502901389873683,7.340581353792211,0.8078837847229403,10.88044636204751,70.93293273462965,5,0.2054634353464349,7.40981297727068,2.5,8855.384979648963,84003.48655399785,31467.10719346471,7504.885549258124,52536.37936053313,0.0,2.752405304391649,893.0939611779597,10,0.5,0.0,0.0035,0.058500776275415695,-0.012250681271153255,4495.114450741876,0.37459287089515636,0.0,12000,25,178.61879223559194,0.007078677800127502,0.37459911593472517,55,0,702.3304445903904,0.2,3.5,0.007078677800127502,0
0.046875,6.861125545689145,7.00034871696636,423.2931952896664,1,0,4458.598969916491,0.0078125,5.2136725957075765,261.96097684453963,35.67418504803358,0.046875,0.0078125,0.046875,627.321835191956,5155.518177712347,30,1.7837092524016789,20.0,0.0011693522182384633,7.343152380126463,0.820179089305383,13.098048842226982,84.65863905793329,5,0.20854690382830307,7.410015589344277,2.5,8781.072559850792,84004.18460359632,31461.479314052267,7505.726845035475,52542.70528954405,0.0,2.7529795550762346,891.7197939832982,10,0.5,0.0,0.0035,0.05852092359128197,-0.012200376258340846,4494.273154964525,0.3745227629137105,0.0,12000,25,178.34395879665965,0.008492119737068869,0.37450340748729427,55,0,701.3961033408034,0.2,3.5,0.008492119737068869,0
0.0546875,6.861313154590785,7.000406908283459,491.23392904586063,1,0,4451.739935909576,0.0078125,5.307964180466118,307.03708593877457,41.80130249448932,0.0546875,0.0078125,0.0546875,728.0301209782348,5148.699152276554,30,2.090065124724466,20.0,0.0011923347403225157,7.345155954871295,0.835185854487603,15.351854296938727,98.24678580917212,5,0.2123185672186447,7.410218206958048,2.5,8707.360593110514,84004.8828994015,31456.61712798043,7506.458761595934,52548.26577142108,0.0,2.753551447713344,890.3479871819152,10,0.5,0.0,0.0035,0.05854106826128436,-0.012149290035860247,4493.541238404066,0.3744617698670054,0.0,12000,25,178.06959743638305,0.009929390971968568,0.374408092047776,55,0,700.4625683066928,0.2,3.5,0.009929390971968568,0
0.0625,6.8615007686223555,7.000465120115657,558.4926306654024,1,0,4444.892731998495,0.0078125,5.419716913866371,352.82909702438275,48.02489068973261,0.0625,0.0078125,0.0625,827.7330847494054,5141.885946965526,30,2.4012445344866302,20.0,0.0012193133199481238,7.34679646235645,0.8529460498374859,17.641454851219137,111.69852613308049,5,0.21678867655465486,7.410420830112145,2.5,8634.244399642086,84005.58144138788,31452.513105181893,7507.082377311773,52553.06833620599,0.0,2.754120945683775,888.9785463996991,10,0.5,0.0,0.0035,0.058561210285655196,-0.01209743422053916,4492.917622688227,0.37440980189068557,0.0,12000,25,177.7957092799398,0.011390149103196036,0.37431317571937084,55,0,699.5298385436935,0.2,3.5,0.011390149103196036,0
0.0703125,6.861688387783998,7.000523352460827,625.0750203021915,1,0,4438.0573858790485,0.0078125,5.5491834773415825,399.3289218436305,54.34385256584423,0.0703125,0.0078125,0.0703125,926.4391217931013,5135.07855581404,30,2.7171926282922114,20.0,0.0012503631645228157,7.348189408540637,0.8735010975135413,19.966446092181524,125.01500406043832,5,0.22196733909366329,7.410623458806718,2.5,8561.71933796707,84006.28022952992,31449.15977835741,7507.598761555108,52557.120451172515,0.0,2.7546880129128626,887.6114771758097,10,0.5,0.0,0.0035,0.05858134966462651,-0.012044820430952839,4492.401238444892,0.3743667698704077,0.0,12000,25,177.52229543516194,0.012874051585937754,0.3742186645145229,55,0,698.5979132285948,0.2,3.5,0.012874051585937754,0
