Step,LinksID,Agent1,Agent2,Agent3
0,0,External party: 0,External party: 1,0.0
0,1,External party: 0,External party: 2,0.812738309050763
0,2,External party: 0,External party: 3,0.0
0,3,External party: 0,External party: 4,0.0
0,4,External party: 0,External party: 5,0.0
0,5,External party: 0,Policy maker: 6,0.8132051961725877
0,6,External party: 0,Policy maker: 7,0.8132051961725877
0,7,External party: 0,Policy maker: 8,0.8132051961725877
0,8,External party: 0,Policy maker: 9,0.43276706790505337
0,9,External party: 0,Policy maker: 10,0.09455829580261321
0,10,External party: 0,Policy maker: 11,0.0
0,11,External party: 0,Policy entrepreneur: 12,0.22876222127045265
0,12,External party: 0,Policy entrepreneur: 13,0.9014274576114836
0,13,External party: 0,Policy entrepreneur: 14,-1.0
0,14,External party: 0,Policy entrepreneur: 15,-1.0
0,15,External party: 0,Policy entrepreneur: 16,0.9391491627785106
0,16,External party: 0,Policy entrepreneur: 17,0.0
0,17,External party: 0,Policy entrepreneur: 18,0.0
0,18,External party: 0,Policy entrepreneur: 19,0.0
0,19,External party: 0,Policy entrepreneur: 20,-1.0
0,20,External party: 0,Policy entrepreneur: 21,0.0
0,21,External party: 0,Policy entrepreneur: 22,0.0
0,22,External party: 0,Policy entrepreneur: 23,0.0
0,23,External party: 0,Policy entrepreneur: 24,0.0
0,24,External party: 0,Policy entrepreneur: 25,0.0
0,25,External party: 0,Policy entrepreneur: 26,0.0
0,26,External party: 0,Policy entrepreneur: 27,0.0
0,27,External party: 0,Policy entrepreneur: 28,0.0
0,28,External party: 0,Policy entrepreneur: 29,-1.0
0,29,External party: 1,External party: 2,0.5564543226524334
0,30,External party: 1,External party: 3,0.1859062658947177
0,31,External party: 1,External party: 4,0.8599465287952899
0,32,External party: 1,External party: 5,0.0
0,33,External party: 1,Policy maker: 6,0.0
0,34,External party: 1,Policy maker: 7,0.7111917696952796
0,35,External party: 1,Policy maker: 8,0.4221069999614152
0,36,External party: 1,Policy maker: 9,0.670305566414071
0,37,External party: 1,Policy maker: 10,0.0
0,38,External party: 1,Policy maker: 11,0.8824790008318577
0,39,External party: 1,Policy entrepreneur: 12,0.5052838205796004
0,40,External party: 1,Policy entrepreneur: 13,0.07503752876805946
0,41,External party: 1,Policy entrepreneur: 14,0.0
0,42,External party: 1,Policy entrepreneur: 15,0.4143139993007743
0,43,External party: 1,Policy entrepreneur: 16,0.0
0,44,External party: 1,Policy entrepreneur: 17,0.7030407620656315
0,45,External party: 1,Policy entrepreneur: 18,0.3747030205016403
0,46,External party: 1,Policy entrepreneur: 19,0.0
0,47,External party: 1,Policy entrepreneur: 20,0.7784426150001458
0,48,External party: 1,Policy entrepreneur: 21,0.39325509496422606
0,49,External party: 1,Policy entrepreneur: 22,0.0
0,50,External party: 1,Policy entrepreneur: 23,-1.0
0,51,External party: 1,Policy entrepreneur: 24,-1.0
0,52,External party: 1,Policy entrepreneur: 25,0.9831877173096739
0,53,External party: 1,Policy entrepreneur: 26,0.393599686377914
0,54,External party: 1,Policy entrepreneur: 27,0.0
0,55,External party: 1,Policy entrepreneur: 28,0.9820766375385342
0,56,External party: 1,Policy entrepreneur: 29,0.5396174484497788
0,57,External party: 2,External party: 3,0.2543917153779873
0,58,External party: 2,External party: 4,0.9524673882682695
0,59,External party: 2,External party: 5,0.45913173191066836
0,60,External party: 2,Policy maker: 6,0.0
0,61,External party: 2,Policy maker: 7,0.9571162814602269
0,62,External party: 2,Policy maker: 8,0.9571162814602269
0,63,External party: 2,Policy maker: 9,0.8204859119254819
0,64,External party: 2,Policy maker: 10,0.7405034118331963
0,65,External party: 2,Policy maker: 11,0.518678283523002
0,66,External party: 2,Policy entrepreneur: 12,0.4260906796881502
0,67,External party: 2,Policy entrepreneur: 13,-1.0
0,68,External party: 2,Policy entrepreneur: 14,0.5699993338763802
0,69,External party: 2,Policy entrepreneur: 15,0.0
0,70,External party: 2,Policy entrepreneur: 16,0.48492511222773416
0,71,External party: 2,Policy entrepreneur: 17,0.0
0,72,External party: 2,Policy entrepreneur: 18,0.0
0,73,External party: 2,Policy entrepreneur: 19,0.6234894527975051
0,74,External party: 2,Policy entrepreneur: 20,0.4581468000997244
0,75,External party: 2,Policy entrepreneur: 21,-1.0
0,76,External party: 2,Policy entrepreneur: 22,0.0
0,77,External party: 2,Policy entrepreneur: 23,0.0
0,78,External party: 2,Policy entrepreneur: 24,0.8610088608533248
0,79,External party: 2,Policy entrepreneur: 25,0.7970975626354962
0,80,External party: 2,Policy entrepreneur: 26,0.25529404008730594
0,81,External party: 2,Policy entrepreneur: 27,0.6731135254387071
0,82,External party: 2,Policy entrepreneur: 28,-1.0
0,83,External party: 2,Policy entrepreneur: 29,-1.0
0,84,External party: 3,External party: 4,-1.0
0,85,External party: 3,External party: 5,0.2495592256534228
0,86,External party: 3,Policy maker: 6,0.0
0,87,External party: 3,Policy maker: 7,0.3444228640964949
0,88,External party: 3,Policy maker: 8,0.3444228640964949
0,89,External party: 3,Policy maker: 9,0.0
0,90,External party: 3,Policy maker: 10,0.16814494622242826
0,91,External party: 3,Policy maker: 11,0.0
0,92,External party: 3,Policy entrepreneur: 12,0.4547016300456639
0,93,External party: 3,Policy entrepreneur: 13,0.0
0,94,External party: 3,Policy entrepreneur: 14,0.0
0,95,External party: 3,Policy entrepreneur: 15,-1.0
0,96,External party: 3,Policy entrepreneur: 16,0.0
0,97,External party: 3,Policy entrepreneur: 17,0.0
0,98,External party: 3,Policy entrepreneur: 18,0.0
0,99,External party: 3,Policy entrepreneur: 19,0.0
0,100,External party: 3,Policy entrepreneur: 20,0.5101159809286764
0,101,External party: 3,Policy entrepreneur: 21,0.0
0,102,External party: 3,Policy entrepreneur: 22,0.8728996683778868
0,103,External party: 3,Policy entrepreneur: 23,-1.0
0,104,External party: 3,Policy entrepreneur: 24,-1.0
0,105,External party: 3,Policy entrepreneur: 25,0.0
0,106,External party: 3,Policy entrepreneur: 26,0.16022759262970465
0,107,External party: 3,Policy entrepreneur: 27,0.6781757952769475
0,108,External party: 3,Policy entrepreneur: 28,0.22059974802267657
0,109,External party: 3,Policy entrepreneur: 29,0.8583261638128974
0,110,External party: 4,External party: 5,0.22319578024667075
0,111,External party: 4,Policy maker: 6,0.3948980098582996
0,112,External party: 4,Policy maker: 7,0.32124580934512525
0,113,External party: 4,Policy maker: 8,0.070667035261207
0,114,External party: 4,Policy maker: 9,0.0
0,115,External party: 4,Policy maker: 10,0.8755342442351592
0,116,External party: 4,Policy maker: 11,0.0
0,117,External party: 4,Policy entrepreneur: 12,0.31036362735313405
0,118,External party: 4,Policy entrepreneur: 13,0.7438421186671211
0,119,External party: 4,Policy entrepreneur: 14,0.0
0,120,External party: 4,Policy entrepreneur: 15,0.0
0,121,External party: 4,Policy entrepreneur: 16,-1.0
0,122,External party: 4,Policy entrepreneur: 17,0.05509044355100302
0,123,External party: 4,Policy entrepreneur: 18,0.962201125180818
0,124,External party: 4,Policy entrepreneur: 19,0.17151709517771863
0,125,External party: 4,Policy entrepreneur: 20,0.9737752361596916
0,126,External party: 4,Policy entrepreneur: 21,0.5088737460778905
0,127,External party: 4,Policy entrepreneur: 22,0.0
0,128,External party: 4,Policy entrepreneur: 23,0.0
0,129,External party: 4,Policy entrepreneur: 24,0.0
0,130,External party: 4,Policy entrepreneur: 25,0.4329501211003163
0,131,External party: 4,Policy entrepreneur: 26,0.0
0,132,External party: 4,Policy entrepreneur: 27,0.0
0,133,External party: 4,Policy entrepreneur: 28,0.29607267308315155
0,134,External party: 4,Policy entrepreneur: 29,0.0
0,135,External party: 5,Policy maker: 6,0.0
0,136,External party: 5,Policy maker: 7,0.8996782696347811
0,137,External party: 5,Policy maker: 8,0.8996782696347811
0,138,External party: 5,Policy maker: 9,0.0
0,139,External party: 5,Policy maker: 10,0.0
0,140,External party: 5,Policy maker: 11,0.7827003757293756
0,141,External party: 5,Policy entrepreneur: 12,0.0
0,142,External party: 5,Policy entrepreneur: 13,0.0
0,143,External party: 5,Policy entrepreneur: 14,0.8377010701539643
0,144,External party: 5,Policy entrepreneur: 15,0.3438498147908198
0,145,External party: 5,Policy entrepreneur: 16,0.6871101821536574
0,146,External party: 5,Policy entrepreneur: 17,0.0
0,147,External party: 5,Policy entrepreneur: 18,0.23464043487103847
0,148,External party: 5,Policy entrepreneur: 19,0.1327402304164842
0,149,External party: 5,Policy entrepreneur: 20,0.0
0,150,External party: 5,Policy entrepreneur: 21,0.21296819499142416
0,151,External party: 5,Policy entrepreneur: 22,0.6002088301322496
0,152,External party: 5,Policy entrepreneur: 23,0.3681079994056491
0,153,External party: 5,Policy entrepreneur: 24,0.0
0,154,External party: 5,Policy entrepreneur: 25,0.0
0,155,External party: 5,Policy entrepreneur: 26,0.6039825288917112
0,156,External party: 5,Policy entrepreneur: 27,0.8872651047169627
0,157,External party: 5,Policy entrepreneur: 28,0.0
0,158,External party: 5,Policy entrepreneur: 29,0.10732836085660763
0,159,Policy maker: 6,Policy maker: 7,0.1042749980146136
0,160,Policy maker: 6,Policy maker: 8,0.1042749980146136
0,161,Policy maker: 6,Policy maker: 9,0.7956372834465232
0,162,Policy maker: 6,Policy maker: 10,0.3408974641165834
0,163,Policy maker: 6,Policy maker: 11,0.7955694030926603
0,164,Policy maker: 6,Policy entrepreneur: 12,0.0
0,165,Policy maker: 6,Policy entrepreneur: 13,0.2237140727487692
0,166,Policy maker: 6,Policy entrepreneur: 14,0.2237140727487692
0,167,Policy maker: 6,Policy entrepreneur: 15,0.0
