Step,LinksID,Agent1,Agent2,Agent3
0,0,External party: 0,External party: 1,0.0
0,1,External party: 0,External party: 2,0.8043821269277339
0,2,External party: 0,External party: 3,0.0
0,3,External party: 0,External party: 4,0.0
0,4,External party: 0,External party: 5,0.0
0,5,External party: 0,Policy maker: 6,0.8117237561791187
0,6,External party: 0,Policy maker: 7,0.8108248724897702
0,7,External party: 0,Policy maker: 8,0.8090271051110731
0,8,External party: 0,Policy maker: 9,0.43276706790505337
0,9,External party: 0,Policy maker: 10,0.007304361668253597
0,10,External party: 0,Policy maker: 11,0.0
0,11,External party: 0,Policy entrepreneur: 12,0.22876222127045265
0,12,External party: 0,Policy entrepreneur: 13,0.9014274576114836
0,13,External party: 0,Policy entrepreneur: 14,-1.0
0,14,External party: 0,Policy entrepreneur: 15,-1.0
0,15,External party: 0,Policy entrepreneur: 16,0.9391491627785106
0,16,External party: 0,Policy entrepreneur: 17,0.0
0,17,External party: 0,Policy entrepreneur: 18,0.0
0,18,External party: 0,Policy entrepreneur: 19,0.0
0,19,External party: 0,Policy entrepreneur: 20,-1.0
0,20,External party: 0,Policy entrepreneur: 21,0.0
0,21,External party: 0,Policy entrepreneur: 22,0.0
0,22,External party: 0,Policy entrepreneur: 23,0.0
0,23,External party: 0,Policy entrepreneur: 24,0.0
0,24,External party: 0,Policy entrepreneur: 25,0.0
0,25,External party: 0,Policy entrepreneur: 26,0.0
0,26,External party: 0,Policy entrepreneur: 27,0.0
0,27,External party: 0,Policy entrepreneur: 28,0.0
0,28,External party: 0,Policy entrepreneur: 29,-1.0
0,29,External party: 1,External party: 2,0.5564543226524334
0,30,External party: 1,External party: 3,0.1859062658947177
0,31,External party: 1,External party: 4,0.8599465287952899
0,32,External party: 1,External party: 5,0.0
0,33,External party: 1,Policy maker: 6,0.0
0,34,External party: 1,Policy maker: 7,0.7111917696952796
0,35,External party: 1,Policy maker: 8,0.4221069999614152
0,36,External party: 1,Policy maker: 9,0.670305566414071
0,37,External party: 1,Policy maker: 10,0.0
